adult,genre_ids,original_title,popularity,vote_average,vote_count,release_date,genre
False,"[27, 53]",Bird Of Prey,0.931,10.0,1,2021-05-20,horror
False,[27],笔仙怪谈,1.571,5.5,2,2021-05-19,horror
False,"[878, 27, 9648, 35]",The Tiny Astronaut,0.84,8.0,1,2021-05-18,horror
False,[27],A Fool's Wit,0.84,4.0,1,2021-05-18,horror
False,"[27, 28]",616 Wilford Lane,1.769,6.4,6,2021-05-17,horror
False,"[53, 27]",Klausentreiben,1.226,10.0,1,2021-05-15,horror
False,"[53, 878, 27]",Doğum,0.6,1.0,1,2021-05-15,horror
False,"[27, 53]",Antidote,3.088,5.1,23,2021-05-15,horror
False,"[27, 53]",The Djinn,6.973,5.8,131,2021-05-14,horror
False,"[16, 27]",Ascetic,0.6,10.0,1,2021-05-14,horror
False,"[9648, 53, 27]",60 minutos,0.73,6.0,1,2021-05-14,horror
False,"[27, 53]",靈語,2.1,1.5,2,2021-05-14,horror
False,"[27, 28]",The Thing O Regresso,0.6,9.0,1,2021-05-14,horror
False,"[53, 27]",Tarian Lengger Maut,1.316,6.3,2,2021-05-13,horror
False,"[27, 53]",Great White,14.512,5.3,314,2021-05-13,horror
False,"[18, 27, 9648]",The Hidden,0.6,6.0,1,2021-05-13,horror
False,"[878, 53, 27]",Oxygène,14.153,6.6,1205,2021-05-12,horror
False,"[27, 80, 9648]",Spiral: From the Book of Saw,31.964,6.1,1554,2021-05-12,horror
False,[27],The Rule of Three,0.6,7.0,7,2021-05-12,horror
False,"[99, 18, 35, 27]",What The Internet Did To Garfield,0.6,10.0,1,2021-05-12,horror
False,[27],Apex Predators,3.248,3.7,3,2021-05-11,horror
False,"[27, 9648, 53]",The Lamp II,0.6,10.0,1,2021-05-11,horror
False,"[14, 27]",Liquid Messiah,0.6,10.0,1,2021-05-08,horror
False,[27],Diavlo,5.499,6.8,8,2022-04-28,horror
False,[27],I Piss on Your Corpse,0.99,0.8,3,2021-05-07,horror
False,[27],Axeman at Cutters Creek,1.062,3.2,5,2021-05-06,horror
False,[27],The “Dew” Project,0.644,10.0,1,2021-05-06,horror
False,[27],É Sua Vez,0.6,9.0,1,2021-05-05,horror
False,[27],Conjuring the Genie,3.813,2.0,4,2021-05-05,horror
False,[27],El Exorcismo de Carmen Farías,21.495,6.1,97,2021-05-05,horror
False,"[27, 878]",The Eden Theory,3.576,4.0,1,2021-05-05,horror
False,[27],Why?,3.307,4.9,8,2021-05-05,horror
False,[27],Blue Call,2.985,3.3,3,2021-05-04,horror
False,"[28, 27, 53]","Wrong Place, Wrong Time",2.408,3.0,1,2021-05-04,horror
False,"[27, 35]",The Curse of Pizza Mike,0.608,5.0,1,2021-05-04,horror
False,[27],Dorcha,1.623,3.0,1,2021-05-03,horror
False,[27],The Midwife,1.572,4.0,1,2021-05-03,horror
False,"[27, 35]",Happy Little Bunnies,1.818,1.0,1,2021-05-03,horror
False,[27],The Lockdown Hauntings,2.179,4.4,5,2021-05-03,horror
False,"[27, 878]",You Might Get Lost,2.358,5.6,8,2021-05-01,horror
False,"[53, 27]",Haunted Identity,0.6,0.5,1,2021-05-01,horror
False,"[80, 27, 53]",Hoodman,1.4,4.7,6,2021-05-01,horror
False,"[27, 18]",Separation,32.805,5.9,205,2021-04-30,horror
False,"[53, 18, 27]",Thiên Thần Hộ Mệnh,1.907,6.4,7,2021-04-30,horror
False,[27],The Resort,9.224,4.1,75,2021-04-30,horror
False,"[27, 53, 18]",Spore,0.6,7.3,3,2021-04-30,horror
False,[27],Don't Let Her In,2.665,5.7,5,2021-04-30,horror
False,"[27, 53, 35, 18]",Algo que pasó en la cuarentena,1.4,5.5,4,2021-04-30,horror
False,[27],Things Heard & Seen,15.46,5.8,820,2021-04-29,horror
False,[27],Biting Elbows: Boy is Dead,0.894,10.0,1,2021-04-27,horror
False,[27],Winifred Meeks,1.014,4.0,1,2021-04-27,horror
False,"[27, 53, 28]",Fear,4.496,6.5,13,2021-04-26,horror
False,[27],The Hunt,4.072,6.0,2,2021-04-26,horror
False,[27],Symbolicus Vol. 1,0.674,6.5,2,2021-04-25,horror
False,"[53, 27, 80, 9648, 14]",The Blacklight,2.777,7.0,2,2021-04-24,horror
False,"[27, 53]",Eye Without a Face,3.992,3.9,12,2021-04-23,horror
False,[27],The Demon's Waltz,1.176,6.5,2,2021-04-23,horror
False,"[878, 27]",Infected: The Darkest Day,1.86,6.0,4,2021-04-23,horror
False,[27],Helldose,0.6,5.0,1,2021-04-21,horror
False,"[14, 27]",Ringloom,0.6,7.5,2,2021-04-21,horror
False,"[27, 35, 878]",The Classical Catalog With Psycho Salesman,0.6,6.0,1,2021-04-21,horror
False,[27],Non mi uccidere,8.438,4.3,136,2021-04-21,horror
False,"[27, 53]",At Night Comes Wolves,1.4,1.0,1,2021-04-20,horror
False,[27],Hellbox,1.803,4.0,1,2021-04-20,horror
False,[27],Box Cutter,0.6,7.0,1,2021-04-20,horror
False,"[27, 53]",The Exchange,0.6,8.0,1,2021-04-19,horror
False,[27],Vore Gore,0.6,10.0,1,2021-04-19,horror
False,[27],Home,2.989,8.0,7,2021-04-18,horror
False,[27],A Little More Flesh II,0.66,3.0,1,2021-04-17,horror
False,[27],The Glass Breakfront,0.6,10.0,1,2021-04-17,horror
False,"[14, 27]",Black Fields,0.6,1.0,1,2021-04-16,horror
False,"[27, 53, 18, 9648]",No Way Out,2.144,6.5,2,2021-04-15,horror
False,[27],Yengeçlerin Dansı,1.4,9.8,4,2021-04-15,horror
False,"[18, 27, 14]",Vanitas,0.6,10.0,1,2021-04-15,horror
False,"[27, 53, 18, 9648]",No Way Out,2.144,6.5,2,2021-04-15,horror
False,[27],Inside Voices,0.6,8.0,1,2021-11-18,horror
False,"[27, 35]",Red Snow,8.13,6.2,81,2021-04-14,horror
False,"[27, 53]",சாரா,0.643,8.0,1,2021-04-14,horror
False,"[27, 9648, 53]",The Inheritance,2.575,3.4,7,2021-04-13,horror
False,"[53, 27]",Poisoned Blood,0.836,10.0,1,2021-04-13,horror
False,[27],Brimstone Incorporated,3.018,4.0,3,2021-04-13,horror
False,[27],Killer Rose,2.191,4.0,1,2021-04-12,horror
False,"[28, 12, 35, 27, 878]",The Milkman Returns,0.6,1.0,1,2021-04-12,horror
False,[27],Sholat Sendirian,0.6,6.0,1,2021-04-12,horror
False,"[27, 9648, 35]",കൃഷ്ണൻകുട്ടി പണി തുടങ്ങി,1.883,5.5,5,2021-04-11,horror
False,"[27, 9648, 35]",കൃഷ്ണൻകുട്ടി പണി തുടങ്ങി,1.883,5.5,5,2021-04-11,horror
False,"[35, 27]",Ghostbuser,0.6,3.3,3,2021-04-09,horror
False,"[35, 27]",Det sista äktenskapet,1.263,7.0,5,2021-04-09,horror
False,"[27, 53, 18]",AzulScuro,0.6,8.7,3,2021-04-09,horror
False,"[16, 27, 14]",O Retrato do Mal,0.6,8.0,1,2021-04-09,horror
False,[27],The Stalker,1.646,10.0,1,2021-04-09,horror
False,[27],Nice to Finally Meet You,1.4,6.0,3,2021-04-08,horror
False,[27],The Power,9.385,6.1,106,2021-06-03,horror
False,"[27, 53]",ചതുർ മുഖം,1.698,6.4,6,2021-04-08,horror
False,[27],Witches Midnight,0.6,2.0,1,2021-04-08,horror
False,[27],The Ballerina,1.4,5.5,4,2021-04-07,horror
False,"[27, 35]",Kamya,0.6,8.5,2,2021-04-07,horror
False,[27],Narrow,0.703,5.7,3,2021-04-06,horror
False,"[27, 53]",Dawn of the Beast,5.311,6.5,50,2021-04-06,horror
False,"[27, 99, 12, 14]",Sam & Mattie Make a Zombie Movie,1.36,7.0,2,2021-04-06,horror
False,"[27, 18]",Hotel Poseidon,1.4,7.1,7,2021-04-06,horror
False,[27],Upstairs,0.6,5.5,2,2021-04-06,horror
False,"[27, 53]",Doll Face,2.662,1.0,1,2021-04-06,horror
False,[27],Stay,5.403,7.3,3,2021-04-05,horror
False,"[27, 9648, 53]",Mummy Dearest,4.943,3.0,2,2021-04-05,horror
False,"[27, 878]",Rise of the Mummy,8.631,5.4,37,2021-04-03,horror
False,[27],The Believer,2.32,4.0,7,2021-04-02,horror
False,"[53, 27, 9648, 12]",兴安岭猎人传说,0.6,7.0,2,2021-04-01,horror
False,"[27, 878]",Decapitarium,1.219,3.0,2,2021-04-01,horror
False,"[27, 53]",Jangan Sendirian,1.149,5.0,1,2021-04-01,horror
False,"[27, 53, 18, 16]",Seasonal Severity,0.6,8.0,2,2021-03-31,horror
False,"[27, 9648]",The Unholy,46.666,6.7,1882,2021-03-31,horror
False,"[27, 18, 53]",Verrückt,0.643,10.0,1,2021-03-29,horror
False,[27],Bram Stoker's Van Helsing,6.955,5.8,70,2021-03-29,horror
False,"[35, 53, 27]",The Andy Baker Tape,4.335,6.3,6,2022-08-12,horror
False,"[27, 53]",Horror in the High Desert,5.757,6.3,47,2021-03-27,horror
False,"[27, 53]",As 4 Melhores Formas de Cortar Frutas,0.6,10.0,1,2021-03-27,horror
False,"[27, 53]",Venom Coast,3.143,3.3,3,2021-03-27,horror
False,[27],The Seventh Day,14.085,5.4,222,2021-03-26,horror
False,"[14, 27]",Blood Moon,6.586,6.1,39,2021-03-26,horror
False,[27],Titisan Setan 2,0.6,5.0,3,2021-03-25,horror
False,"[27, 53]",Penunggang Agama,0.737,6.0,1,2021-03-25,horror
False,"[27, 53]",Penunggang Agama,0.737,6.0,1,2021-03-25,horror
False,"[10402, 14, 10749, 27]",Nước Chảy Hoa Trôi (Reborn),0.6,4.0,1,2021-03-25,horror
False,"[27, 53]",최면,2.696,6.5,21,2021-03-24,horror
False,"[27, 9648, 80]",Howard’s Mill,2.439,6.0,6,2021-03-22,horror
False,"[18, 9648, 53, 27]",Todd,2.231,7.3,3,2021-03-21,horror
False,"[27, 53]",Saloum,2.372,6.6,30,2021-03-21,horror
False,"[10402, 27, 18]",Stuffed,0.6,8.0,1,2021-03-20,horror
False,"[27, 878]",Biomass,2.225,6.5,2,2021-03-20,horror
False,"[27, 53]",Slapface,4.534,5.9,34,2021-03-20,horror
False,[27],The Fear Footage 3AM,4.062,7.7,23,2021-03-19,horror
False,"[27, 53]",Watcher,0.6,6.0,1,2021-03-19,horror
False,[27],The Wife,1.28,1.0,1,2021-03-19,horror
False,[27],Bar Crawl,0.6,6.0,1,2021-03-19,horror
False,"[27, 878]",The Graveyard Shift,0.6,5.0,1,2021-03-19,horror
False,[27],It Came Upon a Midnight Clear,0.899,2.0,1,2021-03-19,horror
False,"[35, 27]",Bisikan Arwah Mantan,0.97,10.0,1,2021-03-18,horror
False,"[27, 53]",Realidad virtual,3.055,6.3,42,2021-03-18,horror
False,"[27, 53]",Irul: Ghost Hotel,1.263,6.0,1,2021-03-18,horror
False,"[16, 14, 28, 27]",The Spine of Night,8.69,6.0,52,2021-10-29,horror
False,"[27, 53, 80]",Sound of Violence,5.388,5.6,14,2021-05-21,horror
False,"[27, 53]",Jakob's Wife,6.258,5.9,91,2021-04-16,horror
False,[27],She Runs at Midnight,0.6,5.0,1,2021-03-17,horror
False,"[27, 9648]",Offseason,16.712,5.7,63,2022-03-11,horror
False,[27],American Liar,0.643,10.0,1,2021-03-17,horror
False,"[27, 53]",Gwleđđ,4.602,5.5,48,2021-11-19,horror
False,[27],Witch Hunt,15.151,6.8,241,2021-10-01,horror
False,"[27, 53]",Nest of Vampires,1.275,7.5,2,2021-03-16,horror
False,"[53, 9648, 27, 80]",Broadcast Signal Intrusion,7.11,5.4,52,2021-10-22,horror
False,"[27, 14, 18]",Gaia,11.205,5.9,156,2021-06-18,horror
False,"[27, 53]",The Parish,5.806,6.4,36,2021-03-16,horror
False,[27],60 Seconds to Die 3,0.652,2.0,1,2021-03-15,horror
False,[27],60 Seconds to Die 3,0.652,2.0,1,2021-03-15,horror
False,[27],The Heiress,1.22,4.5,8,2021-03-15,horror
False,"[53, 35, 27]",Story.Telling,0.6,7.5,2,2021-03-13,horror
False,"[28, 18, 27]",巨鲨之夺命鲨滩,10.429,3.6,8,2021-03-12,horror
False,[27],Blood Panther: The Way of the Cannibal,0.84,6.0,3,2021-03-12,horror
False,[27],Know Fear,3.375,6.0,4,2022-01-20,horror
False,"[35, 80, 27]",The Executioner,0.84,8.0,1,2021-03-12,horror
False,[27],The Boonies,2.922,5.2,5,2021-03-12,horror
False,"[27, 53]",No Return,0.6,6.2,5,2021-03-12,horror
False,"[18, 27]",ദ പ്രീസ്റ്റ്,5.047,5.8,18,2021-03-11,horror
False,"[18, 27]",ദ പ്രീസ്റ്റ്,5.047,5.8,18,2021-03-11,horror
False,"[27, 35]",रूही,3.495,4.3,20,2021-03-11,horror
False,"[27, 53]",Бывшая,12.236,6.8,118,2021-03-11,horror
False,[27],Echthaar,0.6,6.0,1,2021-03-10,horror
False,[27],The Thing That Ate the Birds,0.6,7.0,2,2021-03-10,horror
False,[27],เรื่องผีเล่า,1.017,1.3,3,2021-03-11,horror
False,[27],The Canyonlands,3.285,4.3,4,2021-03-09,horror
False,"[27, 18, 53]",Blood Conscious,3.166,3.6,12,2021-08-20,horror
False,[27],Nati morti,1.146,3.5,2,2021-03-08,horror
False,[27],Bats,3.896,6.0,22,2021-03-06,horror
False,[27],Motion Detected,0.6,7.0,2,2021-03-06,horror
False,"[27, 9648, 53]",Dreamcatcher,13.539,6.0,96,2021-03-05,horror
False,"[53, 27]",நெஞ்சம் மறப்பதில்லை,2.559,6.0,12,2021-03-05,horror
False,"[27, 9648, 53]",Dreamcatcher,13.539,6.0,96,2021-03-05,horror
False,[27],And Then! He Kissed Me,0.6,6.0,2,2021-03-05,horror
False,"[80, 18, 27, 53]",El amigo visible,0.6,5.7,14,2021-03-05,horror
False,"[80, 27, 53]",Sour,0.912,2.0,1,2021-03-03,horror
False,"[27, 9648, 53]",The Scary of Sixty-First,6.183,5.7,93,2021-12-03,horror
False,[27],Fade Out,0.6,5.5,3,2021-03-02,horror
False,"[27, 9648, 53]",The Scary of Sixty-First,6.183,5.7,93,2021-12-03,horror
False,[27],Larva Mental,0.6,5.0,1,2021-03-01,horror
False,"[53, 27, 35]",The Beta Test,8.658,6.2,168,2021-10-15,horror
False,[27],Slashlorette Party,3.033,6.4,5,2021-03-01,horror
False,[27],3 versos para a morte,0.6,10.0,1,2021-03-01,horror
False,"[27, 35]",The Hike,2.932,6.0,4,2021-03-01,horror
False,[27],Weee Wooo,0.6,7.0,1,2021-03-01,horror
False,"[27, 35]",Night of the Living Dicks,0.708,6.5,2,2021-03-01,horror
False,[27],Blood House,0.6,2.0,1,2021-03-01,horror
False,"[27, 53]",Phobias,10.237,5.1,39,2021-02-28,horror
False,"[28, 27, 53]",Shadowland,1.4,4.0,1,2021-02-28,horror
False,"[53, 18, 27]",Cadáver exquisito,2.391,6.5,12,2021-02-27,horror
False,"[27, 53, 18]",ఏప్రిల్‌ 28 ఏం జరిగింది,1.888,6.0,1,2021-02-27,horror
False,"[27, 53]",Son,14.545,6.0,233,2021-03-18,horror
False,"[53, 27]",Safer at Home,13.541,5.5,126,2021-02-26,horror
False,"[27, 878]",The Resonator: Miskatonic U,4.116,5.7,12,2021-02-26,horror
False,"[27, 878]",The Stairs,3.462,4.1,13,2021-02-26,horror
False,[27],Zombi VIII: Urban Decay,1.4,5.5,2,2021-02-26,horror
False,[27],Juega Conmigo,15.907,6.9,161,2021-02-25,horror
False,[27],Sharks of the Corn,1.767,2.6,10,2021-02-25,horror
False,"[27, 18, 9648]",The Pond,1.747,4.1,8,2021-02-23,horror
False,"[27, 53]",Overtime,0.6,10.0,1,2021-02-22,horror
False,[27],Cult Affairs,1.4,10.0,1,2021-02-20,horror
False,"[27, 35]",Prosjekt Z,1.537,7.3,6,2021-02-19,horror
False,"[878, 9648, 27]",Lamps,0.6,10.0,1,2021-02-19,horror
False,"[53, 27, 35]",Paranormal Prison,2.53,4.3,3,2021-02-19,horror
False,"[27, 18]",Say Something,0.6,0.5,1,2021-02-19,horror
False,[27],Shook,3.632,5.4,25,2021-02-18,horror
False,"[27, 35]",We Were Sabotaged,0.84,10.0,1,2021-02-17,horror
False,"[27, 53]",Death Trip,1.383,5.3,4,2021-02-16,horror
False,[27],Digging to Death,2.954,5.8,8,2021-02-16,horror
False,"[35, 27]",Planet Zee,1.306,2.0,1,2021-02-16,horror
False,"[27, 35, 53, 18]",School's Out Forever,2.999,5.6,12,2021-02-15,horror
False,[27],The Wheel,0.6,8.0,2,2021-02-15,horror
False,[27],I C U,0.6,10.0,1,2021-02-14,horror
False,"[27, 53]",Forestland,0.6,10.0,1,2021-02-14,horror
False,"[27, 10749]",Sympathy for the Devil,0.678,10.0,1,2021-02-14,horror
False,"[9648, 27, 18, 878]",A Black Rift Begins to Yawn,2.44,4.0,1,2021-02-12,horror
False,"[9648, 53, 27]",Paradise Cove,4.102,4.3,12,2021-02-12,horror
False,"[27, 10749]",Tentacles,20.051,6.1,96,2021-02-12,horror
False,[27],The Man With The Top Hat,0.6,10.0,2,2021-02-12,horror
False,"[27, 10749]",Tentacles,20.051,6.1,96,2021-02-12,horror
False,"[9648, 53, 27]",Paradise Cove,4.102,4.3,12,2021-02-12,horror
False,"[14, 9648, 878, 27]",ചുരുളി,3.32,7.4,20,2021-02-12,horror
False,"[9648, 27, 18, 878]",A Black Rift Begins to Yawn,2.44,4.0,1,2021-02-12,horror
False,"[53, 27, 18]",Fear of Rain,17.357,7.1,439,2021-02-12,horror
False,"[10749, 27, 53, 9648, 14]",Приворот. Чёрное венчание,24.19,6.7,138,2021-02-11,horror
False,"[53, 27]",Red Dot,20.041,5.9,636,2021-02-11,horror
False,[27],Visitante,3.937,5.3,9,2021-02-11,horror
False,[27],Myosotis,0.84,7.3,3,2021-02-10,horror
False,[27],Sacrifice,5.031,4.6,34,2021-02-09,horror
False,"[80, 18, 27]",The Legend of Fall Creek,0.673,7.5,2,2021-02-09,horror
False,"[18, 27]",زالاوا,0.623,7.0,7,2021-02-09,horror
False,[27],Visita Indeseada,1.4,3.0,1,2021-02-07,horror
False,[27],Another Found Footage Film,0.6,4.0,1,2021-02-06,horror
False,[27],Dead & Beautiful,1.742,6.0,1,2021-12-03,horror
False,"[27, 9648, 18]",樹海村,11.405,6.7,59,2021-02-05,horror
False,"[27, 14, 35]",ட்ரிப்,1.525,5.5,2,2021-02-05,horror
False,"[27, 14, 35]",G-Zombie,7.444,5.5,44,2021-02-05,horror
False,"[27, 12, 9648]",Red Woods,5.219,5.7,54,2021-02-05,horror
False,[27],జాంబీ రెడ్డి,1.716,6.0,9,2021-02-05,horror
False,"[27, 53, 35]",Keeping Company,3.107,5.0,6,2021-02-04,horror
False,[27],Cubicle,1.265,8.0,1,2021-06-10,horror
False,[27],Lullaby Story,0.6,6.0,2,2021-02-03,horror
False,[27],قبل الأربعين,0.891,2.0,1,2021-02-03,horror
False,"[28, 53, 27]",HellKat,5.247,6.0,21,2021-02-02,horror
False,"[35, 27]",T'es morte Hélène,0.6,7.9,4,2021-02-01,horror
False,[27],The Red Nightmare,0.6,7.5,2,2021-02-01,horror
False,[27],What If,0.6,4.0,1,2021-02-01,horror
False,"[18, 27]",Huldra,1.4,6.0,2,2021-02-01,horror
False,"[27, 16]",The Expected,0.6,6.0,1,2021-01-31,horror
False,"[53, 27]",Coming Home in the Dark,9.693,5.7,131,2021-08-12,horror
False,"[28, 14, 27]",Prisoners of the Ghostland,14.1,5.2,447,2021-08-31,horror
False,"[18, 27]",We're All Going to the World's Fair,5.469,5.4,64,2022-04-15,horror
False,"[27, 14, 12]",The Blazing World,3.526,4.4,10,2021-10-15,horror
False,"[27, 878, 53]",In the Earth,15.159,5.8,309,2021-04-16,horror
False,"[27, 53]",The Mad Hatter,16.359,5.5,56,2021-01-29,horror
False,"[53, 18, 27]",Knackningar,5.023,5.4,29,2021-10-08,horror
False,[27],Censor,11.959,5.8,293,2021-06-11,horror
False,[27],Virus Shark,3.539,5.0,28,2021-01-28,horror
False,"[27, 53]",C.A.M.,2.247,6.3,11,2021-01-27,horror
False,"[27, 53, 18]",Wrong Turn,54.905,6.0,910,2021-01-26,horror
False,[27],The AGFA Horror Trailer Show: Videorage,0.6,5.5,2,2021-01-26,horror
False,"[53, 27, 18]",Caged,18.797,6.5,99,2021-01-26,horror
False,"[99, 27]",マインクラフトのアルトンタワー,1.127,2.5,2,2021-01-25,horror
False,"[9648, 18, 27]",SIE,1.141,7.0,1,2021-01-24,horror
False,[27],Transfigure,0.825,6.8,5,2021-01-24,horror
False,"[27, 18]",Alone Together,0.897,6.0,1,2021-01-23,horror
False,"[18, 27, 53]",Cactus Jack,2.84,5.6,5,2021-01-22,horror
False,[27],Ein Abend zu Zweit,1.4,2.0,1,2021-01-22,horror
False,"[27, 53]",哭悲,31.317,6.8,565,2021-01-22,horror
False,"[27, 53, 9648, 18]",Affliction,1.047,6.8,4,2021-01-21,horror
False,"[27, 35]",The Return of Shitters,1.4,4.7,5,2021-01-21,horror
False,"[18, 27, 9648]",Complex Bereavement,0.6,10.0,1,2021-01-20,horror
False,"[27, 18]",The Bridge,2.808,6.7,3,2021-01-19,horror
False,"[27, 878]",Decommissioned,0.931,6.5,4,2021-01-19,horror
False,"[27, 53, 80]",Crazy 2 Crazy,0.6,5.2,5,2021-01-19,horror
False,"[12, 27]",The Cove,4.609,6.5,2,2021-01-17,horror
False,"[18, 27]",Repossession,1.4,10.0,1,2021-01-17,horror
False,[27],The Burglary,0.6,10.0,1,2021-01-17,horror
False,"[99, 80, 27]",Monster Preacher,1.386,3.0,1,2021-01-16,horror
False,[27],Cat's Game,0.921,4.5,2,2021-01-15,horror
False,[27],You’re Family Now,2.028,6.0,1,2021-01-15,horror
False,"[18, 27, 53]",No Reasons,3.01,5.0,4,2021-01-15,horror
False,"[53, 27]",The Retreat,0.6,7.5,2,2021-01-14,horror
False,"[18, 27, 53]",A Late Night Drive,0.84,7.5,1,2021-01-14,horror
False,"[27, 53, 18]",Webidemic,1.4,10.0,2,2021-01-14,horror
False,"[27, 878]",Disembodies,0.6,6.0,1,2021-01-14,horror
False,"[27, 878]",Sustainable Life With Unlimited Transformations,0.907,7.0,1,2021-01-13,horror
False,[27],Heart of the Home,1.898,6.5,2,2021-01-12,horror
False,"[35, 18, 27]",Nine Lives: Part 1,0.757,8.0,1,2021-01-11,horror
False,"[27, 80, 9648, 878]",Movster: Chapter 3,0.6,9.0,1,2021-01-11,horror
False,[27],Espelunca,0.84,10.0,1,2021-01-08,horror
False,[27],Devil in the Woods,2.427,3.0,1,2021-01-08,horror
False,"[27, 53]",12 “o” CLOCK,1.4,3.0,1,2021-01-08,horror
False,"[27, 53]",The Project,0.891,3.0,1,2021-01-07,horror
False,"[35, 27, 878]",Attack of the Giant Blurry Finger,4.719,3.3,4,2021-01-07,horror
False,"[27, 53, 9648]",狂鼠列车,4.565,6.0,9,2021-01-07,horror
False,"[27, 35]",The Feet,0.6,8.0,1,2021-01-07,horror
False,"[53, 27, 18]",La stanza,6.659,6.0,108,2021-01-04,horror
False,"[35, 27, 878]",Dead Again,1.53,5.3,10,2021-01-04,horror
False,[27],Videovore,0.6,4.0,1,2021-01-04,horror
False,[27],DOGTAG,0.641,7.0,1,2021-01-02,horror
False,"[35, 27]",SOUR,0.6,4.0,1,2021-01-01,horror
False,[27],Drip,0.6,7.0,1,2021-01-01,horror
False,"[18, 27]",Latente,0.84,7.0,1,2021-01-01,horror
False,"[35, 27]",SOUR,0.6,4.0,1,2021-01-01,horror
False,[27],American Cannibals,0.6,2.0,1,2021-01-01,horror
False,[27],"Follow Me, Please",0.64,8.0,1,2021-01-01,horror
False,[27],Golgota,0.89,5.0,1,2021-01-01,horror
False,[27],Golgota,0.89,5.0,1,2021-01-01,horror
False,"[27, 35]",Sorry I Killed You,2.611,5.9,18,2020-12-31,horror
False,"[27, 53]",杏林醫院,7.402,6.0,54,2020-12-31,horror
False,[27],Sleepwalker,0.6,7.0,2,2020-12-31,horror
False,"[27, 878, 35]",Zombies from Sector 9,1.4,4.0,2,2020-12-31,horror
False,[27],Found Footage of Fear,0.6,2.0,1,2020-12-31,horror
False,[27],A Shot in the Dark,1.182,6.0,2,2020-12-31,horror
False,"[27, 878]",Silly Human,0.6,6.0,1,2020-12-31,horror
False,[27],They Came from Below,0.731,7.5,2,2020-12-31,horror
False,[27],The House and The White String,1.96,4.5,2,2020-12-31,horror
False,[27],The Missing,1.4,2.0,1,2020-12-25,horror
False,"[18, 14, 27]",Ilargi guztiak,6.328,7.6,55,2020-12-25,horror
False,[27],Pipeline,3.528,4.2,3,2020-12-25,horror
False,[27],Asih 2,3.301,7.4,19,2020-12-24,horror
False,"[27, 53]",La Condesa,4.513,6.6,60,2020-12-24,horror
False,[27],Cabeza Perdida,0.6,8.0,2,2020-12-24,horror
False,"[18, 14, 53, 27]",Haunted 5: Phantoms,1.033,10.0,2,2020-12-22,horror
False,"[10749, 53, 27]",Ivy,0.702,7.0,1,2020-12-22,horror
False,[27],Repressed,0.6,10.0,1,2020-12-22,horror
False,"[27, 35]",Witness Infection,1.4,5.3,6,2021-03-30,horror
False,[27],Jolly,0.926,6.0,1,2020-12-20,horror
False,"[10770, 27, 35]",Letters to Satan Claus,3.995,5.4,16,2020-12-19,horror
False,"[10770, 27, 35]",Letters to Satan Claus,3.995,5.4,16,2020-12-19,horror
False,[27],Don't Touch!,0.706,7.0,2,2020-12-18,horror
False,"[53, 27]",The Unlit,3.594,7.1,22,2020-12-18,horror
False,"[27, 14, 9648]",Nneka the Pretty Serpent,2.008,4.1,8,2020-12-18,horror
False,"[27, 53, 9648]",Hunter Hunter,14.228,6.5,230,2020-12-18,horror
False,[27],A Creepshow Holiday Special,2.333,6.3,21,2020-12-18,horror
False,[27],Slayed,1.317,5.0,2,2020-12-18,horror
False,"[27, 53]",C.L.E.A.N.,0.914,2.0,1,2020-12-17,horror
False,"[27, 18]",Writers Block,0.906,10.0,1,2020-12-17,horror
False,"[878, 28, 27, 12]",Breach,18.442,4.3,573,2020-12-17,horror
False,[27],Flesh Contagium,1.124,4.8,6,2020-12-15,horror
False,[27],The Magpie,0.84,7.0,1,2020-12-15,horror
False,"[27, 878, 35, 14, 12]",Mandao Returns,0.79,4.5,4,2020-12-15,horror
False,"[27, 18]",Heks,5.587,6.0,30,2020-12-15,horror
False,"[27, 53]",The House in Sherwood,2.3,5.7,5,2020-12-15,horror
False,"[53, 27, 12]",海怪,1.4,4.0,1,2020-12-14,horror
False,[27],Animales Humanos,3.038,6.9,62,2020-12-12,horror
False,[27],Animales Humanos,3.038,6.9,62,2020-12-12,horror
False,"[53, 27]",We Still Say Grace,3.146,6.3,29,2020-12-11,horror
False,[27],Expira,1.274,5.0,2,2020-12-11,horror
False,"[27, 53]",दुर्गमती - एक कल्पना,3.171,5.8,10,2020-12-11,horror
False,"[27, 14]",Psicofonía,0.6,10.0,1,2020-12-11,horror
False,[27],Dave Live,0.971,3.0,1,2020-12-11,horror
False,[27],A Visitor,0.6,6.7,3,2020-12-11,horror
False,"[14, 27]",異物,0.684,7.0,1,2020-12-09,horror
False,"[16, 27]",Arachnarche,0.6,6.0,2,2020-12-09,horror
False,[27],Fantasma Magnético,0.6,6.0,1,2020-12-09,horror
False,[27],THE EFFIGY,0.6,10.0,2,2020-12-09,horror
False,"[27, 53]",The Trespasser,0.6,10.0,1,2020-12-09,horror
False,[27],Black Pumpkin,1.542,5.1,9,2020-12-08,horror
False,"[878, 27]",Infernum,0.6,10.0,1,2020-12-08,horror
False,"[27, 53, 35]",Paintball Massacre,3.899,6.0,29,2020-12-07,horror
False,"[27, 9648]",Sweet River,3.431,5.8,16,2021-04-23,horror
False,[27],عمار,1.275,6.0,1,2020-12-05,horror
False,"[53, 27]",Dead End Drive,0.6,6.0,1,2020-12-04,horror
